time,ghi,dni,dhi,temp_c,wind_ms,pressure_pa
20181027:0600,0.0,0.0,0.0,14.95,1.38,97440.0
20181027:0700,26.0,0.0,26.0,15.1,1.1,97490.0
20181027:0800,196.0,183.22,139.0,16.28,0.76,97490.0
20181027:0900,352.0,336.28,198.0,18.13,0.83,97470.0
20181027:1000,196.0,3.54,194.0,18.88,1.17,97410.0
20181027:1100,56.0,0.0,56.0,19.25,1.59,97320.0
20181027:1200,193.0,0.0,193.0,19.57,1.79,97230.0
20181027:1300,335.0,88.88,283.0,19.88,2.0,97070.0
20181027:1400,63.0,0.0,63.0,20.57,1.93,96960.0
20181027:1500,182.0,67.81,158.0,20.55,1.93,96860.0
20181027:1600,75.0,32.67,69.0,19.95,2.14,96820.0
20181027:1700,0.0,0.0,0.0,19.0,1.59,96800.0
20181027:1800,0.0,0.0,0.0,17.77,0.62,96780.0
20181027:1900,0.0,0.0,0.0,16.08,1.59,96810.0
20181027:2000,0.0,0.0,0.0,14.99,1.59,96790.0
20181027:2100,0.0,0.0,0.0,14.13,1.79,96790.0
20181027:2200,0.0,0.0,0.0,13.29,2.34,96800.0
20181027:2300,0.0,0.0,0.0,12.58,2.83,96800.0
20181028:0000,0.0,0.0,0.0,11.69,3.24,96790.0
20181028:0100,0.0,0.0,0.0,11.03,3.38,96740.0
20181028:0200,0.0,0.0,0.0,10.75,3.24,96720.0
20181028:0300,0.0,0.0,0.0,10.57,3.1,96690.0
20181028:0400,0.0,0.0,0.0,10.38,3.03,96700.0
20181028:0500,0.0,0.0,0.0,10.29,3.03,96740.0
20181028:0600,0.0,0.0,0.0,10.08,3.17,96770.0
20181028:0700,63.0,92.26,51.0,9.19,3.1,96850.0
20181028:0800,289.0,696.84,75.0,9.63,3.45,96900.0
20181028:0900,398.0,504.7,169.0,10.68,3.66,96920.0
20181028:1000,532.0,632.17,178.0,12.0,3.79,96910.0
20181028:1100,619.0,737.16,163.0,13.05,3.72,96870.0
20181028:1200,582.0,569.07,226.0,13.65,3.59,96790.0
20181028:1300,340.0,89.58,288.0,13.9,3.24,96720.0
20181028:1400,270.0,76.08,233.0,14.0,2.9,96730.0
20181028:1500,239.0,214.55,164.0,13.77,2.62,96740.0
20181028:1600,89.0,77.98,75.0,13.47,2.48,96770.0
20181028:1700,0.0,0.0,0.0,13.03,2.0,96790.0
20181028:1800,0.0,0.0,0.0,12.3,2.07,96820.0
20181028:1900,0.0,0.0,0.0,11.41,2.9,96890.0
20181028:2000,0.0,0.0,0.0,10.96,3.52,96890.0
20181028:2100,0.0,0.0,0.0,10.63,3.72,96940.0
20181028:2200,0.0,0.0,0.0,10.12,3.93,96970.0
20181028:2300,0.0,0.0,0.0,9.77,4.07,97040.0
20181029:0000,0.0,0.0,0.0,9.35,4.41,97030.0
20181029:0100,0.0,0.0,0.0,8.82,4.76,97020.0
20181029:0200,0.0,0.0,0.0,8.36,5.1,97000.0
20181029:0300,0.0,0.0,0.0,8.06,5.24,96990.0
20181029:0400,0.0,0.0,0.0,7.86,5.1,97010.0
20181029:0500,0.0,0.0,0.0,7.69,4.83,97030.0
20181029:0600,0.0,0.0,0.0,7.48,4.34,97060.0
20181029:0700,92.0,395.79,42.0,7.86,4.55,97080.0
20181029:0800,273.0,597.16,92.0,9.13,3.93,97100.0
20181029:0900,335.0,266.96,215.0,10.67,5.31,97170.0
20181029:1000,402.0,221.39,279.0,11.97,5.72,97160.0
20181029:1100,618.0,726.29,172.0,13.08,5.66,97140.0
20181029:1200,641.0,787.41,152.0,14.44,5.86,97130.0
20181029:1300,587.0,767.44,145.0,15.19,5.86,97070.0
20181029:1400,482.0,749.12,121.0,15.71,6.0,97090.0
20181029:1500,304.0,532.85,120.0,15.32,5.45,97120.0
20181029:1600,144.0,512.87,54.0,14.85,4.83,97190.0
20181029:1700,0.0,0.0,0.0,13.7,3.93,97290.0
20181029:1800,0.0,0.0,0.0,12.36,3.52,97380.0
20181029:1900,0.0,0.0,0.0,11.46,3.52,97440.0
20181029:2000,0.0,0.0,0.0,10.8,3.59,97500.0
20181029:2100,0.0,0.0,0.0,10.4,3.59,97570.0
20181029:2200,0.0,0.0,0.0,9.99,3.52,97600.0
20181029:2300,0.0,0.0,0.0,9.63,3.38,97590.0
20181030:0000,0.0,0.0,0.0,9.42,3.1,97600.0
20181030:0100,0.0,0.0,0.0,9.26,3.03,97580.0
20181030:0200,0.0,0.0,0.0,9.31,2.9,97570.0
20181030:0300,0.0,0.0,0.0,9.38,2.62,97530.0
20181030:0400,0.0,0.0,0.0,9.31,2.34,97520.0
20181030:0500,0.0,0.0,0.0,9.1,2.0,97520.0
20181030:0600,0.0,0.0,0.0,8.61,1.79,97530.0
20181030:0700,20.0,0.0,20.0,9.46,2.0,97630.0
20181030:0800,30.0,0.0,30.0,10.5,1.79,97660.0
20181030:0900,71.0,0.0,71.0,11.42,1.59,97700.0
20181030:1000,143.0,0.0,143.0,12.18,2.14,97640.0
20181030:1100,224.0,4.92,221.0,13.22,3.1,97560.0
20181030:1200,125.0,0.0,125.0,13.89,4.34,97480.0
20181030:1300,125.0,0.0,125.0,14.64,5.38,97360.0
20181030:1400,66.0,0.0,66.0,14.92,5.59,97300.0
20181030:1500,63.0,0.0,63.0,14.95,5.86,97240.0
20181030:1600,35.0,0.0,35.0,14.61,5.66,97190.0
20181030:1700,0.0,0.0,0.0,13.99,4.97,97180.0
20181030:1800,0.0,0.0,0.0,13.26,4.69,97170.0
20181030:1900,0.0,0.0,0.0,12.66,3.86,97200.0
20181030:2000,0.0,0.0,0.0,12.37,4.14,97150.0
20181030:2100,0.0,0.0,0.0,11.74,4.14,97160.0
20181030:2200,0.0,0.0,0.0,11.94,3.45,97110.0
20181030:2300,0.0,0.0,0.0,11.85,3.03,97060.0
20181031:0000,0.0,0.0,0.0,11.36,2.0,97010.0
20181031:0100,0.0,0.0,0.0,11.01,1.79,97000.0
20181031:0200,0.0,0.0,0.0,10.7,1.93,97030.0
20181031:0300,0.0,0.0,0.0,9.85,2.28,97060.0
20181031:0400,0.0,0.0,0.0,9.3,2.34,97120.0
20181031:0500,0.0,0.0,0.0,8.73,2.41,97160.0
20181031:0600,0.0,0.0,0.0,7.86,2.55,97190.0
20181031:0700,86.0,403.93,38.0,7.69,2.83,97290.0
20181031:0800,263.0,609.97,83.0,9.31,2.48,97360.0
20181031:0900,433.0,748.18,103.0,11.14,3.72,97420.0
20181031:1000,556.0,802.83,117.0,12.54,4.28,97430.0
20181031:1100,586.0,670.94,180.0,13.88,4.83,97430.0
20181031:1200,632.0,825.15,127.0,14.79,5.1,97380.0
20181031:1300,565.0,749.53,140.0,15.54,5.1,97330.0
20181031:1400,459.0,714.26,121.0,15.88,4.97,97320.0
20181031:1500,307.0,632.08,94.0,15.88,4.55,97370.0
20181031:1600,136.0,507.11,51.0,12.95,1.64,97410.0
20181031:1700,0.0,0.0,0.0,12.81,1.62,97450.0
20181031:1800,0.0,0.0,0.0,12.67,1.6,97510.0
20181031:1900,0.0,0.0,0.0,12.53,1.58,97550.0
20181031:2000,0.0,0.0,0.0,12.39,1.56,97540.0
20181031:2100,0.0,0.0,0.0,12.24,1.54,97590.0
20181031:2200,0.0,0.0,0.0,12.1,1.52,97620.0
20181031:2300,0.0,0.0,0.0,11.96,1.5,97610.0
20201101:0000,0.0,0.0,0.0,11.82,1.48,99090.0
20201101:0100,0.0,0.0,0.0,11.68,1.46,99050.0
20201101:0200,0.0,0.0,0.0,11.53,1.44,99010.0
20201101:0300,0.0,0.0,0.0,11.39,1.42,98980.0
20201101:0400,0.0,0.0,0.0,11.25,1.4,98980.0
20201101:0500,0.0,0.0,0.0,11.11,1.38,98990.0
20201101:0600,0.0,0.0,0.0,10.96,1.36,98990.0
20201101:0700,75.0,350.32,36.0,10.82,1.34,99070.0
20201101:0800,249.0,581.7,82.0,13.74,0.97,99120.0
20201101:0900,414.0,718.82,103.0,18.23,0.62,99180.0
20201101:1000,548.0,825.11,104.0,21.19,0.34,99200.0
20201101:1100,602.0,793.28,129.0,23.15,0.34,99170.0
20201101:1200,610.0,795.83,130.0,24.53,0.83,99110.0
20201101:1300,570.0,825.73,109.0,25.24,1.52,99040.0
20201101:1400,457.0,761.67,103.0,25.22,2.28,98980.0
20201101:1500,295.0,620.17,91.0,24.43,2.69,98950.0
20201101:1600,125.0,481.05,48.0,23.0,2.48,98940.0
20201101:1700,0.0,0.0,0.0,21.11,1.79,98940.0
20201101:1800,0.0,0.0,0.0,19.54,1.24,98980.0
20201101:1900,0.0,0.0,0.0,18.08,0.76,99000.0
20201101:2000,0.0,0.0,0.0,17.2,0.34,99030.0
20201101:2100,0.0,0.0,0.0,16.6,0.07,99010.0
20201101:2200,0.0,0.0,0.0,15.98,0.34,99000.0
20201101:2300,0.0,0.0,0.0,15.46,0.55,99000.0
20201102:0000,0.0,0.0,0.0,14.62,0.83,98990.0
20201102:0100,0.0,0.0,0.0,13.73,1.1,98940.0
20201102:0200,0.0,0.0,0.0,12.95,1.31,98920.0
20201102:0300,0.0,0.0,0.0,12.28,1.45,98880.0
20201102:0400,0.0,0.0,0.0,11.81,1.45,98870.0
20201102:0500,0.0,0.0,0.0,11.32,1.52,98870.0
20201102:0600,0.0,0.0,0.0,10.94,1.52,98880.0
20201102:0700,74.0,371.84,34.0,10.87,1.66,98960.0
20201102:0800,245.0,568.72,84.0,13.12,0.97,99030.0
20201102:0900,413.0,730.52,100.0,17.81,0.69,99050.0
20201102:1000,548.0,837.42,101.0,20.79,0.48,99060.0
20201102:1100,606.0,822.82,119.0,22.93,0.55,99010.0
20201102:1200,607.0,796.63,130.0,24.37,1.31,98970.0
20201102:1300,564.0,815.87,112.0,25.04,2.0,98880.0
20201102:1400,456.0,775.0,99.0,24.92,2.55,98830.0
20201102:1500,290.0,609.17,92.0,24.06,2.83,98810.0
20201102:1600,120.0,460.31,48.0,22.62,2.48,98810.0
20201102:1700,0.0,0.0,0.0,20.8,1.79,98830.0
20201102:1800,0.0,0.0,0.0,19.3,1.31,98850.0
20201102:1900,0.0,0.0,0.0,17.56,1.03,98910.0
20201102:2000,0.0,0.0,0.0,16.58,0.55,98930.0
20201102:2100,0.0,0.0,0.0,16.13,0.14,98930.0
20201102:2200,0.0,0.0,0.0,15.45,0.55,98930.0
20201102:2300,0.0,0.0,0.0,14.51,0.83,98900.0
20201103:0000,0.0,0.0,0.0,13.74,1.03,98900.0
20201103:0100,0.0,0.0,0.0,13.03,1.17,98870.0
20201103:0200,0.0,0.0,0.0,12.25,1.31,98830.0
20201103:0300,0.0,0.0,0.0,11.66,1.45,98820.0
20201103:0400,0.0,0.0,0.0,11.18,1.52,98820.0
20201103:0500,0.0,0.0,0.0,10.77,1.59,98830.0
20201103:0600,0.0,0.0,0.0,10.38,1.52,98850.0
20201103:0700,68.0,317.86,35.0,10.31,1.59,98930.0
20201103:0800,226.0,462.21,97.0,12.68,0.83,99000.0
20201103:0900,402.0,700.01,105.0,17.1,0.76,99070.0
20201103:1000,512.0,704.47,139.0,19.53,1.72,99070.0
20201103:1100,608.0,851.05,108.0,21.04,2.41,99070.0
20201103:1200,614.0,844.49,112.0,21.85,2.97,99030.0
20201103:1300,563.0,833.06,105.0,22.04,3.24,98960.0
20201103:1400,450.0,768.75,99.0,21.84,3.38,98940.0
20201103:1500,287.0,613.33,90.0,21.17,3.38,98910.0
20201103:1600,116.0,451.42,47.0,20.06,3.24,98920.0
20201103:1700,0.0,0.0,0.0,18.62,2.28,98950.0
20201103:1800,0.0,0.0,0.0,17.55,2.07,98990.0
20201103:1900,0.0,0.0,0.0,16.98,1.93,99050.0
20201103:2000,0.0,0.0,0.0,16.5,1.86,99070.0
20201103:2100,0.0,0.0,0.0,16.04,1.66,99060.0
20201103:2200,0.0,0.0,0.0,15.79,1.38,99060.0
20201103:2300,0.0,0.0,0.0,15.89,1.24,99020.0
20201104:0000,0.0,0.0,0.0,15.63,1.1,98960.0
20201104:0100,0.0,0.0,0.0,15.38,1.1,98890.0
20201104:0200,0.0,0.0,0.0,15.08,1.24,98790.0
20201104:0300,0.0,0.0,0.0,15.23,1.24,98720.0
20201104:0400,0.0,0.0,0.0,15.4,1.31,98640.0
20201104:0500,0.0,0.0,0.0,15.38,1.24,98600.0
20201104:0600,0.0,0.0,0.0,15.36,1.17,98560.0
20201104:0700,20.0,0.0,20.0,14.05,1.45,98620.0
20201104:0800,130.0,54.52,115.0,14.9,1.17,98620.0
20201104:0900,331.0,376.09,173.0,16.25,1.86,98640.0
20201104:1000,488.0,634.06,155.0,17.47,2.14,98620.0
20201104:1100,213.0,5.14,210.0,18.44,2.41,98570.0
20201104:1200,98.0,0.0,98.0,19.26,2.9,98490.0
20201104:1300,388.0,230.93,262.0,19.67,3.52,98400.0
20201104:1400,372.0,424.22,180.0,19.16,3.86,98350.0
20201104:1500,202.0,185.86,143.0,18.41,4.21,98330.0
20201104:1600,83.0,153.98,60.0,17.83,4.34,98330.0
20201104:1700,0.0,0.0,0.0,17.1,4.0,98350.0
20201104:1800,0.0,0.0,0.0,16.51,4.62,98400.0
20201104:1900,0.0,0.0,0.0,16.18,3.86,98390.0
20201104:2000,0.0,0.0,0.0,15.95,4.14,98450.0
20201104:2100,0.0,0.0,0.0,15.53,4.48,98460.0
20201104:2200,0.0,0.0,0.0,15.2,4.62,98510.0
20201104:2300,0.0,0.0,0.0,15.34,4.62,98500.0
20201105:0000,0.0,0.0,0.0,15.64,4.48,98530.0
20201105:0100,0.0,0.0,0.0,15.88,5.03,98480.0
20201105:0200,0.0,0.0,0.0,16.17,5.66,98430.0
20201105:0300,0.0,0.0,0.0,16.31,5.86,98430.0
20201105:0400,0.0,0.0,0.0,16.56,6.0,98430.0
20201105:0500,0.0,0.0,0.0,16.77,6.07,98430.0
20201105:0600,0.0,0.0,0.0,16.97,6.28,98480.0
20201105:0700,34.0,31.14,31.0,17.22,5.52,98560.0
20201105:0800,147.0,106.96,118.0,17.6,5.38,98640.0
20201105:0900,39.0,0.0,39.0,18.37,5.24,98660.0
20201105:1000,285.0,76.79,245.0,19.12,4.69,98630.0
20201105:1100,308.0,62.19,272.0,19.45,4.83,98620.0
20201105:1200,548.0,638.32,174.0,20.39,4.76,98550.0
20201105:1300,310.0,92.34,260.0,21.01,4.62,98500.0
20201105:1400,253.0,93.61,211.0,21.32,3.72,98460.0
20201105:1500,207.0,213.53,140.0,21.46,3.03,98440.0
20201105:1600,22.0,0.0,22.0,20.68,2.9,98460.0
20201105:1700,0.0,0.0,0.0,19.38,3.31,98460.0
20201105:1800,0.0,0.0,0.0,18.47,3.1,98540.0
20201105:1900,0.0,0.0,0.0,17.42,2.76,98570.0
20201105:2000,0.0,0.0,0.0,17.24,2.69,98590.0
20201105:2100,0.0,0.0,0.0,16.8,2.76,98590.0
20201105:2200,0.0,0.0,0.0,16.32,2.62,98570.0
20201105:2300,0.0,0.0,0.0,15.85,2.48,98560.0
20201106:0000,0.0,0.0,0.0,15.59,2.34,98550.0
20201106:0100,0.0,0.0,0.0,15.53,2.34,98500.0
20201106:0200,0.0,0.0,0.0,15.42,2.28,98490.0
20201106:0300,0.0,0.0,0.0,15.22,2.14,98490.0
20201106:0400,0.0,0.0,0.0,15.03,2.07,98480.0
20201106:0500,0.0,0.0,0.0,14.86,2.07,98480.0
20201106:0600,0.0,0.0,0.0,14.78,2.07,98510.0
20201106:0700,33.0,0.0,33.0,15.16,2.48,98570.0
20201106:0800,197.0,344.35,105.0,16.49,2.62,98620.0
20201106:0900,338.0,437.08,158.0,19.0,3.1,98650.0
20201106:1000,485.0,656.08,146.0,21.1,3.93,98640.0
20201106:1100,528.0,591.66,188.0,22.72,4.34,98620.0
20201106:1200,602.0,864.66,99.0,23.71,4.55,98550.0
20201106:1300,482.0,554.47,184.0,24.07,4.34,98460.0
20201106:1400,428.0,739.62,99.0,24.02,4.41,98400.0
20201106:1500,287.0,693.16,72.0,23.43,4.21,98340.0
20201106:1600,51.0,21.03,48.0,22.36,3.59,98340.0
20201106:1700,0.0,0.0,0.0,20.74,3.52,98320.0
20201106:1800,0.0,0.0,0.0,19.44,3.66,98330.0
20201106:1900,0.0,0.0,0.0,18.93,4.07,98260.0
20201106:2000,0.0,0.0,0.0,18.84,4.0,98220.0
20201106:2100,0.0,0.0,0.0,18.65,3.45,98160.0
20201106:2200,0.0,0.0,0.0,18.26,2.41,98150.0
20201106:2300,0.0,0.0,0.0,17.44,1.66,98160.0
20201107:0000,0.0,0.0,0.0,16.73,1.38,98160.0
20201107:0100,0.0,0.0,0.0,16.04,1.45,98120.0
20201107:0200,0.0,0.0,0.0,15.92,0.9,98160.0
20201107:0300,0.0,0.0,0.0,15.19,0.9,98200.0
20201107:0400,0.0,0.0,0.0,15.0,0.83,98230.0
20201107:0500,0.0,0.0,0.0,14.13,1.17,98270.0
20201107:0600,0.0,0.0,0.0,13.52,1.1,98300.0
20201107:0700,17.0,0.0,17.0,13.9,1.38,98420.0
20201107:0800,104.0,19.0,99.0,15.0,1.38,98530.0
20201107:0900,389.0,730.9,91.0,17.67,2.34,98580.0
20201107:1000,517.0,823.41,95.0,19.55,4.21,98630.0
20201107:1100,578.0,823.92,108.0,21.04,5.66,98640.0
20201107:1200,577.0,794.68,118.0,21.66,6.07,98650.0
20201107:1300,534.0,804.18,105.0,21.62,5.79,98620.0
20201107:1400,419.0,716.47,103.0,21.28,5.1,98630.0
20201107:1500,270.0,609.79,83.0,20.9,4.28,98680.0
20201107:1600,102.0,415.89,44.0,20.29,3.24,98730.0
20201107:1700,0.0,0.0,0.0,18.98,2.34,98780.0
20201107:1800,0.0,0.0,0.0,17.92,1.59,98870.0
20201107:1900,0.0,0.0,0.0,17.8,0.28,98930.0
20201107:2000,0.0,0.0,0.0,16.42,0.76,98990.0
20201107:2100,0.0,0.0,0.0,15.13,1.03,99010.0
20201107:2200,0.0,0.0,0.0,14.03,1.31,99010.0
20201107:2300,0.0,0.0,0.0,13.28,1.52,99020.0
20201108:0000,0.0,0.0,0.0,12.78,1.66,99030.0
20201108:0100,0.0,0.0,0.0,12.33,1.72,98980.0
20201108:0200,0.0,0.0,0.0,11.74,1.72,98970.0
20201108:0300,0.0,0.0,0.0,11.24,1.79,98950.0
20201108:0400,0.0,0.0,0.0,10.81,1.79,98950.0
20201108:0500,0.0,0.0,0.0,10.45,1.72,98960.0
20201108:0600,0.0,0.0,0.0,10.14,1.79,98960.0
20201108:0700,27.0,0.0,27.0,9.72,1.86,99000.0
20201108:0800,231.0,632.5,67.0,11.57,1.45,99070.0
20201108:0900,404.0,805.2,79.0,15.1,1.24,99100.0
20201108:1000,502.0,753.44,119.0,17.6,1.03,99130.0
20201108:1100,586.0,845.87,107.0,19.0,1.31,99090.0
20201108:1200,612.0,917.15,86.0,19.82,1.52,99020.0
20201108:1300,518.0,723.27,135.0,20.32,1.59,98920.0
20201108:1400,443.0,823.13,83.0,20.46,1.66,98870.0
20201108:1500,171.0,105.53,139.0,20.26,1.72,98850.0
20201108:1600,68.0,95.35,55.0,19.54,1.59,98840.0
20201108:1700,0.0,0.0,0.0,18.35,1.45,98850.0
20201108:1800,0.0,0.0,0.0,17.14,1.24,98880.0
20201108:1900,0.0,0.0,0.0,15.95,0.83,98900.0
20201108:2000,0.0,0.0,0.0,15.69,0.34,98900.0
20201108:2100,0.0,0.0,0.0,15.17,0.34,98920.0
20201108:2200,0.0,0.0,0.0,14.1,0.83,98890.0
20201108:2300,0.0,0.0,0.0,13.04,1.1,98900.0
20201109:0000,0.0,0.0,0.0,12.33,1.24,98870.0
20201109:0100,0.0,0.0,0.0,11.8,1.31,98830.0
20201109:0200,0.0,0.0,0.0,11.35,1.38,98810.0
20201109:0300,0.0,0.0,0.0,10.88,1.38,98800.0
20201109:0400,0.0,0.0,0.0,10.78,1.45,98810.0
20201109:0500,0.0,0.0,0.0,10.74,1.45,98820.0
20201109:0600,0.0,0.0,0.0,10.75,1.59,98820.0
20201109:0700,28.0,0.0,28.0,11.12,1.66,98860.0
20201109:0800,229.0,650.03,63.0,12.81,1.1,98920.0
20201109:0900,374.0,680.74,102.0,15.49,0.97,98980.0
20201109:1000,499.0,771.51,110.0,17.52,0.83,98990.0
20201109:1100,565.0,789.8,121.0,19.21,0.62,98990.0
20201109:1200,573.0,793.69,121.0,20.41,0.55,98940.0
20201109:1300,528.0,795.15,110.0,21.03,0.76,98860.0
20201109:1400,420.0,740.08,99.0,21.28,1.03,98830.0
20201109:1500,261.0,580.19,87.0,21.02,1.52,98830.0
20201109:1600,96.0,405.08,42.0,20.12,2.07,98850.0
20201109:1700,0.0,0.0,0.0,18.58,1.93,98870.0
20201109:1800,0.0,0.0,0.0,17.4,1.66,98940.0
20201109:1900,0.0,0.0,0.0,16.5,2.0,98960.0
20201109:2000,0.0,0.0,0.0,15.88,1.72,98990.0
20201109:2100,0.0,0.0,0.0,15.08,1.52,99030.0
20201109:2200,0.0,0.0,0.0,14.16,1.52,99050.0
20201109:2300,0.0,0.0,0.0,13.39,1.59,99070.0
20201110:0000,0.0,0.0,0.0,12.98,1.66,99060.0
20201110:0100,0.0,0.0,0.0,12.39,1.79,99030.0
20201110:0200,0.0,0.0,0.0,12.1,1.79,98990.0
20201110:0300,0.0,0.0,0.0,11.8,1.79,98990.0
20201110:0400,0.0,0.0,0.0,11.41,1.86,99000.0
20201110:0500,0.0,0.0,0.0,10.98,1.86,99000.0
20201110:0600,0.0,0.0,0.0,10.74,1.86,99040.0
20201110:0700,19.0,0.0,19.0,11.65,1.86,99090.0
20201110:0800,207.0,509.0,79.0,12.77,1.66,99180.0
20201110:0900,372.0,697.8,96.0,14.95,1.72,99240.0
20201110:1000,493.0,765.83,110.0,16.84,1.79,99260.0
20201110:1100,564.0,808.1,113.0,18.51,1.72,99260.0
20201110:1200,570.0,801.02,117.0,19.47,1.59,99230.0
20201110:1300,530.0,821.99,101.0,20.09,1.59,99160.0
20201110:1400,345.0,385.87,179.0,20.17,1.72,99130.0
20201110:1500,244.0,478.68,102.0,19.86,2.21,99130.0
20201110:1600,89.0,345.16,44.0,19.07,2.41,99180.0
20201110:1700,0.0,0.0,0.0,17.82,2.14,99230.0
20201110:1800,0.0,0.0,0.0,16.6,2.0,99280.0
20201110:1900,0.0,0.0,0.0,16.26,1.59,99290.0
20201110:2000,0.0,0.0,0.0,15.48,1.38,99310.0
20201110:2100,0.0,0.0,0.0,14.95,1.24,99340.0
20201110:2200,0.0,0.0,0.0,13.83,0.9,99370.0
20201110:2300,0.0,0.0,0.0,13.27,1.1,99340.0
20201111:0000,0.0,0.0,0.0,12.62,1.66,99360.0
20201111:0100,0.0,0.0,0.0,12.63,1.52,99350.0
20201111:0200,0.0,0.0,0.0,11.97,1.66,99310.0
20201111:0300,0.0,0.0,0.0,11.57,1.72,99280.0
20201111:0400,0.0,0.0,0.0,11.3,1.72,99270.0
20201111:0500,0.0,0.0,0.0,11.02,1.66,99240.0
20201111:0600,0.0,0.0,0.0,10.35,1.72,99240.0
20201111:0700,25.0,0.0,25.0,9.57,1.72,99240.0
20201111:0800,213.0,577.54,70.0,11.23,1.24,99290.0
20201111:0900,315.0,395.89,160.0,14.53,1.31,99310.0
20201111:1000,493.0,776.12,108.0,16.37,1.24,99310.0
20201111:1100,550.0,748.99,135.0,17.45,1.38,99270.0
20201111:1200,565.0,781.66,126.0,18.42,1.86,99210.0
20201111:1300,520.0,787.35,112.0,18.96,2.07,99110.0
20201111:1400,363.0,471.01,162.0,19.05,2.21,99060.0
20201111:1500,218.0,327.1,122.0,18.87,2.14,99050.0
20201111:1600,93.0,415.58,40.0,18.36,2.0,99050.0
20201111:1700,0.0,0.0,0.0,17.27,1.59,99060.0
20201111:1800,0.0,0.0,0.0,16.09,1.52,99070.0
20201111:1900,0.0,0.0,0.0,15.06,0.9,99090.0
20201111:2000,0.0,0.0,0.0,14.12,1.03,99090.0
20201111:2100,0.0,0.0,0.0,13.4,1.1,99120.0
20201111:2200,0.0,0.0,0.0,12.79,1.1,99120.0
20201111:2300,0.0,0.0,0.0,11.9,1.38,99140.0
20201112:0000,0.0,0.0,0.0,11.16,1.59,99100.0
20201112:0100,0.0,0.0,0.0,10.68,1.66,99070.0
20201112:0200,0.0,0.0,0.0,10.23,1.66,99010.0
20201112:0300,0.0,0.0,0.0,9.99,1.59,98970.0
20201112:0400,0.0,0.0,0.0,9.77,1.66,98940.0
20201112:0500,0.0,0.0,0.0,9.65,1.66,98940.0
20201112:0600,0.0,0.0,0.0,9.59,1.66,98940.0
20201112:0700,21.0,0.0,21.0,9.45,1.66,98930.0
20201112:0800,189.0,402.05,91.0,10.95,1.52,98980.0
20201112:0900,375.0,735.38,90.0,13.64,1.38,99020.0
20201112:1000,490.0,768.22,112.0,16.13,1.52,99030.0
20201112:1100,562.0,812.56,115.0,17.64,2.0,99020.0
20201112:1200,561.0,772.69,130.0,18.67,2.55,98960.0
20201112:1300,519.0,794.85,110.0,19.37,2.9,98870.0
20201112:1400,401.0,673.18,116.0,19.56,3.1,98810.0
20201112:1500,240.0,471.73,103.0,19.18,3.38,98800.0
20201112:1600,66.0,128.22,50.0,18.36,3.24,98800.0
20201112:1700,0.0,0.0,0.0,17.12,2.62,98820.0
20201112:1800,0.0,0.0,0.0,16.12,2.21,98850.0
20201112:1900,0.0,0.0,0.0,15.54,2.21,98820.0
20201112:2000,0.0,0.0,0.0,14.91,2.14,98830.0
20201112:2100,0.0,0.0,0.0,14.59,2.14,98810.0
20201112:2200,0.0,0.0,0.0,14.34,2.07,98820.0
20201112:2300,0.0,0.0,0.0,14.09,1.93,98810.0
20201113:0000,0.0,0.0,0.0,13.74,1.93,98800.0
20201113:0100,0.0,0.0,0.0,13.41,2.0,98750.0
20201113:0200,0.0,0.0,0.0,13.17,2.07,98720.0
20201113:0300,0.0,0.0,0.0,12.99,2.07,98710.0
20201113:0400,0.0,0.0,0.0,12.83,2.0,98690.0
20201113:0500,0.0,0.0,0.0,12.66,1.93,98670.0
20201113:0600,0.0,0.0,0.0,12.34,1.93,98690.0
20201113:0700,20.0,0.0,20.0,13.25,1.79,98700.0
20201113:0800,136.0,125.04,106.0,14.27,1.52,98760.0
20201113:0900,308.0,404.05,153.0,16.85,1.66,98800.0
20201113:1000,481.0,766.26,107.0,18.13,1.86,98830.0
20201113:1100,537.0,746.97,129.0,19.46,1.31,98800.0
20201113:1200,546.0,750.87,130.0,20.44,0.83,98760.0
20201113:1300,502.0,757.34,115.0,21.09,0.48,98690.0
20201113:1400,388.0,649.88,115.0,21.26,0.83,98660.0
20201113:1500,239.0,507.93,93.0,21.17,1.52,98650.0
20201113:1600,54.0,65.5,46.0,20.29,2.07,98670.0
20201113:1700,0.0,0.0,0.0,18.67,2.14,98710.0
20201113:1800,0.0,0.0,0.0,17.34,1.79,98760.0
20201113:1900,0.0,0.0,0.0,16.57,1.24,98800.0
20201113:2000,0.0,0.0,0.0,15.71,0.69,98830.0
20201113:2100,0.0,0.0,0.0,15.77,0.0,98860.0
20201113:2200,0.0,0.0,0.0,14.85,0.62,98870.0
20201113:2300,0.0,0.0,0.0,14.47,0.76,98890.0
20201114:0000,0.0,0.0,0.0,14.07,0.83,98890.0
20201114:0100,0.0,0.0,0.0,14.04,0.9,98870.0
20201114:0200,0.0,0.0,0.0,14.07,0.83,98830.0
20201114:0300,0.0,0.0,0.0,14.18,0.76,98770.0
20201114:0400,0.0,0.0,0.0,14.19,0.76,98750.0
20201114:0500,0.0,0.0,0.0,14.25,0.62,98730.0
20201114:0600,0.0,0.0,0.0,14.29,0.55,98790.0
20201114:0700,20.0,0.0,20.0,14.25,0.62,98830.0
20201114:0800,98.0,29.64,91.0,15.0,0.34,98880.0
20201114:0900,78.0,0.0,78.0,16.28,0.21,98910.0
